Date,Publisher,Campaign Name,Accrual campaign name,Concept Name,GEO,Impressions,Engagements,Clicks,Views,25% Views,50% Views,75% Views,100% Views,Spends
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV1_300x250,Chennai,10650,,9,,,,,,905.25
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV1_320x480,Chennai,2222,,2,,,,,,188.87
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV2_300x250,Chennai,5330,,84,,,,,,453.05
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV2_320x480,Chennai,1108,,87,,,,,,94.18
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV2_336x280,Chennai,5952,,282,,,,,,505.92
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV3_300x250,Chennai,5447,,4,,,,,,462.995
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV3_320x480,Chennai,1103,,2,,,,,,93.755
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV4_300x250,Chennai,5184,,71,,,,,,440.64
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV4_320x480,Chennai,1085,,91,,,,,,92.225
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV4_336x280,Chennai,5992,,317,,,,,,509.32
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV1_300x250,Coimbatore,1808,,9,,,,,,153.68
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV1_320x480,Coimbatore,2530,,7,,,,,,215.04999999999998
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV2_300x250,Coimbatore,800,,25,,,,,,68.0
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV2_320x480,Coimbatore,1217,,41,,,,,,103.44500000000001
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV2_336x280,Coimbatore,4321,,91,,,,,,367.28499999999997
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV3_300x250,Coimbatore,812,,2,,,,,,69.02000000000001
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV3_320x480,Coimbatore,1259,,4,,,,,,107.01499999999999
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV4_300x250,Coimbatore,655,,36,,,,,,55.675000000000004
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV4_320x480,Coimbatore,1274,,45,,,,,,108.29
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV4_336x280,Coimbatore,3893,,88,,,,,,330.905
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV1_300x250,Delhi NCR,30905,,34,,,,,,2626.925
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV1_320x480,Delhi NCR,7123,,21,,,,,,605.455
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV2_300x250,Delhi NCR,30473,,203,,,,,,2590.205
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV2_320x480,Delhi NCR,7183,,74,,,,,,610.555
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV2_336x280,Delhi NCR,50198,,265,,,,,,4266.83
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV3_300x250,Delhi NCR,31038,,36,,,,,,2638.23
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV3_320x480,Delhi NCR,7231,,10,,,,,,614.635
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV4_300x250,Delhi NCR,29123,,186,,,,,,2475.455
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV4_320x480,Delhi NCR,7189,,78,,,,,,611.065
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV4_336x280,Delhi NCR,47158,,262,,,,,,4008.4300000000003
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV1_300x250,Ernamkulam,537,,1,,,,,,45.645
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV1_320x480,Ernamkulam,680,,0,,,,,,57.800000000000004
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV2_300x250,Ernamkulam,286,,40,,,,,,24.31
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV2_320x480,Ernamkulam,353,,13,,,,,,30.005
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV2_336x280,Ernamkulam,16848,,61,,,,,,1432.08
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV3_300x250,Ernamkulam,298,,0,,,,,,25.33
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV3_320x480,Ernamkulam,330,,0,,,,,,28.05
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV4_300x250,Ernamkulam,279,,39,,,,,,23.715000000000003
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV4_320x480,Ernamkulam,341,,16,,,,,,28.985000000000003
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV4_336x280,Ernamkulam,13874,,58,,,,,,1179.29
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV1_300x250,Hyderabad,3078,,7,,,,,,261.63
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV1_320x480,Hyderabad,724,,0,,,,,,61.54
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV2_300x250,Hyderabad,3050,,129,,,,,,259.25
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV2_320x480,Hyderabad,27484,,433,,,,,,2336.1400000000003
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV2_336x280,Hyderabad,2018,,45,,,,,,171.52999999999997
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV3_300x250,Hyderabad,3099,,9,,,,,,263.415
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV3_320x480,Hyderabad,680,,0,,,,,,57.800000000000004
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV4_300x250,Hyderabad,2742,,97,,,,,,233.07
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV4_320x480,Hyderabad,35794,,379,,,,,,3042.49
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV4_336x280,Hyderabad,1747,,31,,,,,,148.495
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV1_300x250,Jaipur,7636,,17,,,,,,649.0600000000001
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV1_320x480,Jaipur,1120,,5,,,,,,95.2
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV2_300x250,Jaipur,7842,,116,,,,,,666.5699999999999
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV2_320x480,Jaipur,1206,,42,,,,,,102.50999999999999
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV2_336x280,Jaipur,10806,,191,,,,,,918.5099999999999
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV3_300x250,Jaipur,7905,,14,,,,,,671.9250000000001
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV3_320x480,Jaipur,1189,,2,,,,,,101.065
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV4_300x250,Jaipur,7497,,113,,,,,,637.245
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV4_320x480,Jaipur,1248,,37,,,,,,106.08
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV4_336x280,Jaipur,9678,,185,,,,,,822.6300000000001
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV1_300x250,Mumbai,3986,,10,,,,,,338.81
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV1_320x480,Mumbai,1173,,1,,,,,,99.705
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV2_300x250,Mumbai,3823,,147,,,,,,324.955
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV2_320x480,Mumbai,1186,,105,,,,,,100.81
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV2_336x280,Mumbai,1694,,217,,,,,,143.99
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV3_300x250,Mumbai,4039,,7,,,,,,343.315
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV3_320x480,Mumbai,1208,,0,,,,,,102.67999999999999
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV4_300x250,Mumbai,3712,,101,,,,,,315.52000000000004
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV4_320x480,Mumbai,1216,,105,,,,,,103.36
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV4_336x280,Mumbai,1454,,183,,,,,,123.59
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV1_300x250,Pune,3168,,12,,,,,,269.28000000000003
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV1_320x480,Pune,424,,0,,,,,,36.04
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV2_300x250,Pune,3335,,84,,,,,,283.475
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV2_320x480,Pune,24585,,162,,,,,,2089.725
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV2_336x280,Pune,2523,,31,,,,,,214.455
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV3_300x250,Pune,3351,,10,,,,,,284.835
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV3_320x480,Pune,423,,3,,,,,,35.955
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV4_300x250,Pune,2689,,65,,,,,,228.565
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV4_320x480,Pune,44857,,179,,,,,,3812.845
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV4_336x280,Pune,1704,,35,,,,,,144.84
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV1_300x250,RO AP+Tel,10444,,30,,,,,,887.7400000000001
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV1_320x480,RO AP+Tel,2418,,8,,,,,,205.53
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV2_300x250,RO AP+Tel,5251,,141,,,,,,446.33500000000004
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV2_320x480,RO AP+Tel,1273,,113,,,,,,108.205
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV2_336x280,RO AP+Tel,4294,,211,,,,,,364.98999999999995
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV3_300x250,RO AP+Tel,5063,,19,,,,,,430.35499999999996
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV3_320x480,RO AP+Tel,1232,,2,,,,,,104.72
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV4_300x250,RO AP+Tel,4439,,137,,,,,,377.315
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV4_320x480,RO AP+Tel,1248,,123,,,,,,106.08
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV4_336x280,RO AP+Tel,3588,,246,,,,,,304.98
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV1_300x250,RKT,28519,,70,,,,,,2424.115
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV1_320x480,RKT,1612,,3,,,,,,137.02
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV2_300x250,RKT,12887,,297,,,,,,1095.395
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV2_320x480,RKT,833,,17,,,,,,70.80499999999999
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV2_336x280,RKT,33986,,173,,,,,,2888.81
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV3_300x250,RKT,10434,,31,,,,,,886.89
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV3_320x480,RKT,810,,4,,,,,,68.85000000000001
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV4_300x250,RKT,12889,,258,,,,,,1095.565
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV4_320x480,RKT,873,,19,,,,,,74.205
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV4_336x280,RKT,33636,,145,,,,,,2859.0600000000004
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV1_300x250,RMH,10591,,46,,,,,,900.2349999999999
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV1_320x480,RMH,1209,,0,,,,,,102.765
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV2_300x250,RMH,5176,,211,,,,,,439.96000000000004
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV2_320x480,RMH,21345,,387,,,,,,1814.3249999999998
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV2_336x280,RMH,5291,,114,,,,,,449.735
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV3_300x250,RMH,5140,,26,,,,,,436.9
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV3_320x480,RMH,600,,1,,,,,,51.0
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV4_300x250,RMH,4185,,199,,,,,,355.72499999999997
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV4_320x480,RMH,36483,,376,,,,,,3101.055
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV4_336x280,RMH,3653,,71,,,,,,310.505
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV1_300x250,RTN,10839,,3,,,,,,921.315
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV1_320x480,RTN,2176,,8,,,,,,184.96
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV2_300x250,RTN,5269,,72,,,,,,447.865
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV2_320x480,RTN,1006,,24,,,,,,85.51
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV2_336x280,RTN,5616,,190,,,,,,477.35999999999996
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV3_300x250,RTN,5386,,0,,,,,,457.81
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV3_320x480,RTN,1083,,4,,,,,,92.05499999999999
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV4_300x250,RTN,5326,,71,,,,,,452.71
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV4_320x480,RTN,16564,,271,,,,,,1407.94
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV4_336x280,RTN,5393,,199,,,,,,458.405
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV1_300x250,Thrissur,310,,1,,,,,,26.35
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV1_320x480,Thrissur,896,,1,,,,,,76.16
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV2_300x250,Thrissur,151,,6,,,,,,12.834999999999999
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV2_320x480,Thrissur,452,,31,,,,,,38.42
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV2_336x280,Thrissur,950,,23,,,,,,80.75
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV3_300x250,Thrissur,150,,0,,,,,,12.75
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV3_320x480,Thrissur,476,,2,,,,,,40.46
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV4_300x250,Thrissur,142,,12,,,,,,12.069999999999999
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV4_320x480,Thrissur,428,,19,,,,,,36.38
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV4_336x280,Thrissur,52,,1,,,,,,4.42
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV1_300x250,Tiruvanthapuram,1410,,4,,,,,,119.85
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV1_320x480,Tiruvanthapuram,825,,2,,,,,,70.125
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV2_300x250,Tiruvanthapuram,741,,49,,,,,,62.985
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV2_320x480,Tiruvanthapuram,394,,15,,,,,,33.49
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV2_336x280,Tiruvanthapuram,1330,,99,,,,,,113.05000000000001
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV3_300x250,Tiruvanthapuram,677,,0,,,,,,57.545
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV3_320x480,Tiruvanthapuram,412,,0,,,,,,35.019999999999996
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV4_300x250,Tiruvanthapuram,573,,40,,,,,,48.705
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV4_320x480,Tiruvanthapuram,425,,16,,,,,,36.125
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV4_336x280,Tiruvanthapuram,1210,,107,,,,,,102.85
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV1_300x250,WB,4739,,22,,,,,,402.815
